Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10,Model 11,Model 12,Model 13,Model 14,Model 15,Model 16
0.007650953503778417,0.009482326209053232,0.01136721192850508,0.00922113100083169,0.00963453302452746,0.007344788271504699,0.007344788271504699,0.007344788271504699,0.007344788271504699,0.007344788271504699,0.007344788271504699,0.007344788271504699,0.007344788271504699,0.007344788271504699,0.007344788271504699,0.007344788271504699
0.0002677219284659277,0.0009326888739799727,0.0026579055467957774,0.0011598850492434698,0.0013167825280162235,0.00015085235285692417,0.00015085235285692417,0.00015085235285692417,0.00015085235285692417,0.0009624454199024385,0.0002624485733319498,0.00015085235285692417,0.00015085235285692417,0.0001626356801723572,0.00015085235285692417,0.00015085235285692417
0.0004947276488032198,1.833992262002121e-05,0.0005013178203378613,2.5158806197266015e-05,4.535211255253524e-05,0.0002208678836771033,0.00017794772664708747,0.0013263805642132684,1.709734281235553e-08,0.0005825388851651014,0.0008368575021366759,0.0013683167279783873,0.0001666215238371807,0.0009705439125473475,4.690627209409659e-05,5.469102934245462e-06
0.0003800062279581823,0.0009571137805244392,0.0028866220112242283,0.0006768173551520984,0.0016627186497534946,0.0029740009772340967,0.003019719232705706,0.0002350726919360807,0.0019287716992771736,0.00048286924282519433,0.004701015903154429,0.00017041259204203518,0.0009741022043291553,0.004375315009889094,0.0007916531309989927,0.002286615290910919
7.220733963264614e-05,0.00033196988098243424,0.0013207932769312286,0.00019942644179046093,0.0009138064071955582,2.255291929589842e-05,9.049529258314815e-06,0.003167304468933818,0.000474090341246243,0.0016293207936330725,0.0009435308757182737,6.896942446061455e-05,0.004305503359123927,0.00048303531733714933,0.0037759375270870615,0.00012073072425194953
0.0010862382127858339,0.0013904483744891158,0.0037614729948091397,0.002460994782377164,0.0033675196891232717,6.474542917183496e-05,0.00031985568602527215,0.0029976939087847376,3.355772800052448e-05,0.0033543778004004737,0.002585503173319764,0.0010366769571641815,0.0017612747172840726,0.0017254673452845454,0.0008060696922001995,6.713901304192943e-05
0.0015044174724504894,0.001274070189116551,0.0039111449968110695,0.0017268306659922739,0.0032086463346558125,0.0007884369115608858,0.0018212070862133958,0.0006925900834729298,0.0015511795276840698,0.002159915521077152,0.0038655063529867764,0.0012890657391533555,1.9357036586925558e-05,0.002957995509332581,0.0003711887624303842,0.0012393515575549324
0.00011509767233509882,0.00011097437952421046,0.001392407367350565,0.0002271999264338992,0.0012342335845763192,1.72461250704109e-05,0.00014708579964651386,0.0034694738578386897,1.5845918525381197e-06,0.0019766760922295123,0.001732862551137082,2.1483704552155425e-06,0.0003206428376429163,0.0010191229503569432,5.638792602111198e-06,8.163136184852204e-05
0.0015646384992860363,0.0011525709572683812,0.003858608728768427,0.0018429279173237112,0.0031911282724443185,0.001566906255121625,0.002297015424412893,3.728630510275305e-05,0.0011435636008541583,0.0029547950077126184,0.005089808908154504,0.0004896034423711032,0.0002706289036746787,0.0035641397417969234,0.0012592103067863222,0.0016969152035345297
0.007768226956690438,0.010336022294666056,0.002457514451793791,0.007114870804876383,0.003360776003324545,0.0031076777334936995,0.001823062527295631,0.012655182597310494,0.002769441489545249,2.0409897042460157e-05,0.00010623508859974179,0.010886427933235993,0.006234845448043591,0.0006135096649524663,0.00389050224102587,0.0024608710635833225
0.0005205948092247142,0.00012712918336473672,0.001576705671737233,0.0005821779949586464,0.0015106195472338463,0.0005739765936115596,0.001419678919410347,1.4604230588945166e-05,0.0011945258795392627,0.0018654425848378398,0.0041381190372050194,3.622547855734737e-06,0.0002190028207714051,0.0030291994132002897,0.0006639061226096504,0.0011463379838751453
0.0013256341517192821,0.0013359542653129108,0.0016327803830051418,0.000640675973358977,0.001566098040013307,0.0032997869761857423,8.604280172047618e-06,0.0034297926059092265,0.0002902318758721614,0.0012319615289830832,0.0021454334203601655,0.0004379013992218267,0.0059072351398778145,0.0005403955303457941,0.0004918028226228513,0.0004047170123567187
0.0013845549670815083,0.0019186706348220742,0.0019536938968386167,0.001065568549883246,0.0022302166335810697,0.0018972517105719164,7.759588351807095e-05,0.0030476509876780633,0.0009870878554550239,0.002200783323403746,0.0011332737786205332,8.536175852615763e-05,0.004374321587790678,0.0005317972211670366,0.00022588221655374385,0.00016892642751080433
0.0027056239349912276,0.0029216284241323567,0.004187434747800464,0.0038922094880130056,0.003700173957442182,0.000952493766476728,0.0022270642099062044,4.3730923654568266e-05,0.00116865917213832,0.0026909538822992296,0.0035648619232768394,8.73936828160865e-05,0.0003406193797160853,0.0034417775510340795,0.0014167245793765826,0.0014988803139339285
0.0008144062218639614,0.0010576457321245514,0.0024891294937379183,0.0024134297922134007,0.0019476458989467482,6.1233034129304365e-09,0.0003650025522179204,0.0033659213822873624,9.906510819204101e-05,0.0013532834612823147,0.0012050196879039438,0.0010715462863065336,0.0005588303890947804,0.0008429714646954259,0.00021542086579313252,2.4264172408146323e-05
0.002858951257732195,0.0030133416538227348,0.005719025032273978,0.00523485051600206,0.005004023825155232,0.0007719068300102647,0.0013133463689209701,0.0010675863153443432,0.0006823118524870719,0.004905466326458267,0.0040174626580699035,7.95991739168389e-05,5.889211423110163e-07,0.002572691700310714,0.0005701149616738899,0.000351206143872948
0.0018556410417612246,0.001752265621614374,0.004696667320764382,0.004227136764284198,0.0037512597755583674,0.0012520927207326643,0.001966716899134663,0.0011555139344747514,0.0012849293982319238,0.004631393241561907,0.004148306039548549,0.00019265230554472296,2.9749333198825223e-06,0.002789210033252304,0.00012359070036446068,0.0006054866279233129
0.0011633389316121207,0.0006009315515221533,0.0016019466846213526,0.0006903373962845738,0.0016352829271781277,0.0010497656795942778,0.0010315214642114268,0.0007486858990050013,0.0005172500375006314,0.00212912676999584,0.0033065165117722936,1.2859452911496982e-05,3.724123778107297e-05,0.002456351291494234,0.00017126683488227074,0.0003434836762155752
