Horizon,Model,RU,RU_percent,Utility_loss_to_perfect_bps,Negative_forecast_n,Zero_forecast_n,Nonpositive_forecast_n,Below_dynamic_floor_after_abs_n,Missing_forecast_n_total,Average_weight,Median_weight,Max_weight,Share_leverage,Evaluation_obs,Dropped_initial_obs_due_to_dynamic_floor,Dropped_obs_total,Utility_gain_vs_Model 16_bps
1,Model 16,0.038511112380311664,3.8511112380311663,14.888876196883366,8,0,8,8,0,0.7114011741670795,0.6926745933413212,1.72895012247077,0.07563025210084033,476,1,1,0.0
1,Model 12,0.03793578764267331,3.793578764267331,20.642123573266918,1,0,1,5,0,0.6683970952407261,0.6707894765505266,1.72895012247077,0.01050420168067227,476,1,1,-5.753247376383552
1,Model 13,0.037603252159381186,3.7603252159381184,23.967478406188153,9,0,9,8,0,0.6597028308907816,0.6403821046485652,1.72895012247077,0.03571428571428571,476,1,1,-9.078602209304787
1,Model 6,0.03755455798373363,3.755455798373363,24.45442016266369,9,0,9,12,0,0.7522185619648015,0.7159464538980631,1.72895012247077,0.10714285714285714,476,1,1,-9.565543965780327
1,Model 3,0.03750841074904382,3.7508410749043817,24.915892509561818,0,0,0,1,0,0.6424374606429938,0.6468929351149201,0.8678587064493628,0.0,476,1,1,-10.027016312678452
1,Model 1,0.03749879261528696,3.7498792615286964,25.012073847130374,0,0,0,2,0,0.6638502676370573,0.6815555414184138,0.8890966061202856,0.0,476,1,1,-10.12319765024701
1,Model 9,0.037440436482110206,3.7440436482110204,25.595635178897943,11,0,11,8,0,0.6742817325686417,0.6567671494145104,1.72895012247077,0.04201680672268908,476,1,1,-10.706758982014577
1,Model 8,0.03741279244971791,3.741279244971791,25.87207550282092,13,0,13,10,0,0.7806578969968831,0.7651606232667236,1.72895012247077,0.06302521008403361,476,1,1,-10.983199305937552
1,Model 4,0.03735903157505286,3.735903157505286,26.409684249471404,0,0,0,0,0,0.6316256150791466,0.6499790107920203,0.8196078987401373,0.0,476,1,1,-11.520808052588038
1,Model 7,0.03718286233309274,3.7182862333092737,28.17137666907263,12,0,12,7,0,0.6435908820346676,0.6212636408367518,1.72895012247077,0.029411764705882353,476,1,1,-13.282500472189263
1,Model 2,0.037117631705468515,3.7117631705468517,28.823682945314857,0,0,0,2,0,0.6512518951766988,0.6470953281039731,1.01424093103142,0.0021008403361344537,476,1,1,-13.934806748431491
1,Model 10,0.03710030012310075,3.710030012310075,28.996998768992533,0,0,0,1,0,0.5705051666659788,0.5808854916101417,0.8237106816927434,0.0,476,1,1,-14.108122572109167
1,Model 15,0.03640633975246037,3.6406339752460366,35.936602475396334,20,0,20,34,0,0.8668971979240958,0.8172066957876334,1.72895012247077,0.26260504201680673,476,1,1,-21.047726278512965
1,Model 11,0.03631950155973915,3.631950155973915,36.804984402608525,6,0,6,5,0,0.5874017696695921,0.5746842008913854,1.72895012247077,0.014705882352941176,476,1,1,-21.916108205725163
1,Model 14,0.035969520865753286,3.5969520865753286,40.30479134246715,20,0,20,30,0,0.8951072715578683,0.8530841024613962,1.72895012247077,0.3025210084033613,476,1,1,-25.415915145583778
1,Model 5,0.0353803269997566,3.53803269997566,46.196730002434,0,0,0,2,0,0.5562405508889628,0.5580770164550722,0.8216428713647882,0.0,476,1,1,-31.307853805550636
