row_id,TRUE,Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10,Model 11,Model 12,Model 13,Model 14,Model 15,Model 16
1,0.000572624,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.5118113315054211,0.5402690929281169,0.545805922108899,0.545805922108899,0.5206233341675891,0.5228903881673976,0.545805922108899,0.545805922108899
2,0.00035554,0.545805922108899,0.545805922108899,0.545805922108899,0.5162772737913127,0.5433720155138114,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899,0.545805922108899
3,0.000260954,0.6507909753251407,0.6068516336311247,0.5787749698990344,0.5733425365639927,0.5475583091712083,0.6501806007162454,0.6383579730038783,0.6681677211098281,0.57724025767961,0.617778307502311,0.6681677211098281,0.656376194461139,0.6060955702681191,0.5949884649454977,0.6651809811364151,0.6329177560949939
4,0.000441293,0.6725306038008697,0.6350746844168065,0.5999048398434269,0.6041662939008985,0.5530847146585107,0.6955747661398083,0.6644941327818782,0.7799158494046875,0.6001825036351842,0.5349933782366771,0.7799158494046875,0.6747007990911034,0.6257767998107768,0.6194449434204524,0.6771472660959503,0.665815101068898
5,0.000131801,0.6989931436658346,0.6637854530147738,0.5749588143004536,0.5505425957443815,0.5513000174311057,0.7799158494046875,0.7799158494046875,0.7799158494046875,0.672122790727755,0.6398520775651121,0.7799158494046875,0.6800223505802968,0.7000768320477854,0.6971799788616122,0.6763788526754435,0.7799158494046875
6,0.000280711,0.7118259027633931,0.6856829659989644,0.6354017051803363,0.6726762943571778,0.5612983266560634,0.8948708705818599,0.8180773246044272,1.097413687410225,0.6950580195000434,0.6147556020541192,1.097413687410225,0.6565339188312576,0.7527767440618033,0.7002098090405318,0.7019813901698109,0.7839230006281738
7,0.000405018,0.7335973159394975,0.7158764718034333,0.6273675846869046,0.6550033721093219,0.5610133358173345,0.780098224669296,0.7238487533387132,1.0573510434738358,0.6108248404753945,0.5738948631761918,0.9548723269896332,0.6602113843132682,0.646628155636319,0.6371299463559325,0.6783141519240795,0.699093214035657
8,0.000245613,0.7606505053305365,0.7542646117225069,0.6056150173112543,0.5927755176780547,0.5562366671875207,0.8275809481824782,0.7600426367300739,1.097413687410225,0.6589603768120779,0.6723486236549767,1.0858587095632268,0.7123639063923451,0.6775897769493391,0.6702180440742734,0.697813836791104,0.7453211495506233
9,0.000268281,0.7305828371493143,0.7513657826240119,0.6336417679495432,0.6686917230244637,0.5605894370013327,0.972393140402396,0.9734171322692698,1.097413687410225,0.7821535263239631,0.5974069657542258,1.097413687410225,0.770623825130765,0.8621664581181419,0.7815543283112306,0.731122676606373,0.920967049079823
10,0.000207302,0.7523283421798876,0.7625750767634416,0.6407998367846318,0.6716966254391901,0.5596616674235916,0.8410469386342407,0.8461662400765807,1.097413687410225,0.6874578218627189,0.6461007624632028,1.097413687410225,0.8026856685470543,0.7201592889663758,0.7231973347848757,0.6978909153759048,0.8327695829990981
11,0.000205922,0.7415225895698148,0.7683318920842761,0.6529768569538299,0.6844676029853342,0.5617484043048346,0.6977902900948036,0.7399351068074654,1.097413687410225,0.6725028183279845,0.5970466339267739,0.9563429544198903,0.8333906309088802,0.6921893394823482,0.6647762049964323,0.7775091688416265,0.75180443331976
12,0.000261718,0.7555914231563583,0.7907254998927805,0.6617678633841517,0.6920285140915984,0.564369845495414,0.6936576013830357,0.8738606318259474,1.097413687410225,0.8290919765388826,0.6020256299608223,0.9091512456757208,0.8189980997075722,0.8282817245164025,0.7615532230388847,1.0547799665354811,0.9372526080297257
13,0.000215838,0.7471484973107688,0.7959980263680059,0.6558530436713464,0.6962850516413934,0.5631479118632922,0.7122477855317685,0.7957439533548248,1.097413687410225,0.6687736802950167,0.6171731614699683,0.8343238988175289,0.7744214374954073,0.7075485709301611,0.7085818123268608,0.8121965805336566,0.8290524844286464
14,0.000703466,0.6949596717352017,0.6913384482362179,0.6710331948425744,0.71051275890237,0.5643132298316877,0.6686823045791384,0.5438127211642636,0.7660135600332304,0.469284157693276,0.5264650510787483,0.6847364509165217,0.75688838030972,0.5027951208650394,0.5147212421244588,0.5538473400376752,0.5363174852844054
15,0.000240718,0.693018216299009,0.658718050192147,0.5735736180451991,0.603477663374498,0.5491199817089583,0.6795098213125823,0.538232060389101,0.766570599542879,0.5196707034483047,0.6446714054357577,0.6748624271409517,0.8040887335146593,0.5082974207365425,0.5114687530364521,0.5888435127531702,0.5382394278768134
