Model 1,Model 2,Model 3,Model 4,Model 5,Model 6,Model 7,Model 8,Model 9,Model 10,Model 11,Model 12,Model 13,Model 14,Model 15,Model 16
0.0019411600516230434,0.0019411600516230434,0.003009844312440134,0.002214903348636256,0.003232832125755515,0.0019411600516230434,0.0019411600516230434,0.0019411600516230434,0.0019411600516230434,0.0019411600516230434,0.0019411600516230434,0.0019411600516230434,0.0019411600516230434,0.0019411600516230434,0.0019411600516230434,0.0019411600516230434
0.0018665197401801434,0.0024265600030124596,0.004807844134078081,0.0036459954819283713,0.005565658188714975,0.002583272686057847,0.0017039232343954783,0.0018373168226396078,0.0001108158208940821,0.002735919058214159,0.002583272686057847,0.0026293125395978334,0.0006411392941837735,0.001907972974434756,0.0027941221831075183,0.0002705605453332191
0.0015831610075678626,0.0019186298192332002,0.0044303282682180214,0.0031602296252884327,0.005431381798039661,0.0001971889852955197,0.003949312691027829,0.0034630806850641516,0.0004776909534515636,0.0034872812693452493,0.0024338503747698415,0.003230679255844568,0.002849596022737072,0.0038741391310892354,0.004461309652901424,0.002235469712202967
0.0001952592320334512,0.00024845225937797366,0.002517401794247087,0.0016063967501480717,0.0033071278368235757,0.001321988113163218,0.00238958686963852,0.0015930472354214256,6.987756841550508e-05,0.0013201461611515863,0.003084391215410487,0.001782973075298122,0.0014454884505882143,0.0021986585961460137,0.002361808868357823,0.0009101863613704408
0.0013337891248179912,0.001056571820338928,0.003997383400187432,0.002654107548653181,0.005153463439406994,0.0010193234144782043,0.003949603087641848,0.0026882873428387896,0.0012578151087114658,0.0018723458914948268,0.0005274467550516401,0.0039338588617820955,0.002634122729768852,0.0035910982556831353,0.004001880012511803,0.0018823625493760779
0.01046952298261318,0.011254030861302042,0.00260507210582038,0.004758171232557784,0.001125187399434395,0.030462844456377564,0.0011072357769837254,0.002897581347217862,0.007798919362122236,0.0015307987402496254,0.02093875927294203,0.001412164587726264,0.0026513434404453473,0.001759577608522328,0.0009036419145888042,0.00426642797655688
0.0006360457940804282,0.00039534871330634824,0.002781553897857253,0.0018041976705386875,0.004017147415155797,0.0004176370522495851,0.004356087459564825,0.0030645937084831792,0.0025237803004873605,0.0009826664635281396,1.4035117140660802e-05,0.0037586868665805268,0.003020728500448107,0.003592933348809932,0.004563966573991496,0.0022934521785075296
0.00047037329143476136,0.00020164878402624542,0.002519996080755822,0.0016002181181193342,0.003950137515754695,0.0051177893175571865,0.0028657530788600075,0.001986910393648504,0.0022025462732774004,0.0007469850862408117,0.0010136204101132973,0.003179758919697351,0.001691465530173207,0.002543038100689045,0.003184519123687113,0.0012601690099312904
0.0008011781005105023,0.00036720881109782166,0.002870480968765625,0.001961434507686134,0.004399858846876353,0.0040778382112123535,0.002245662177258481,0.0016760604089885722,2.9900821029722746e-05,0.0009728635865516588,0.0030822707176624276,0.0031779940694001696,0.0010809677265956538,0.001957863256997955,0.0023803776398602927,0.0006410699708485484
0.0023439051496722957,0.002596111353017516,0.0037721966632623533,0.0027930322726257284,0.0056189062161735165,0.0022324409988921726,0.0032542140708127776,0.002942718640269709,0.001562668197839276,0.0020503702876234556,0.0022200683690380627,0.0037095308523416443,0.0016256009399297222,0.002486371040919408,0.002725484387024954,0.0007977940876595507
0.0010179955687892456,0.0015910395814416889,0.0026262776760734713,0.001800267899270569,0.0037509585226933873,0.004135883582522301,0.0008152416862846831,0.0010826993925795309,4.6203862318155986e-05,0.0018055514704019213,0.005610830942861772,0.0012641740855216521,0.00010449767650364677,0.0008084879304868786,0.000260841274114805,3.4219137613755723e-08
0.0035009897992289638,0.004048502731175227,0.00558695638383537,0.004603563818139769,0.007301684753193552,0.0008773315619658995,0.0013949690478661791,0.002526174466350853,0.0023793014142320726,0.003481957361794831,0.0008773315619658995,0.002836320026579693,0.0009445984040947208,0.002695753274824346,0.0006352819179956809,0.0007242795512024114
0.0018230437149029804,0.002263474013059194,0.004171120126812783,0.0032780134229693364,0.005621439351952695,0.002400412059353922,0.0009550450756169032,0.0014929224150825593,0.002400412059353922,0.00158560569966288,0.002400412059353922,0.001435312545643365,0.0005816479937555269,0.0013156193716296755,0.0007176950910314367,5.808039055397313e-05
0.0009757012745274588,0.0011530369521840778,0.003381289314057581,0.0025223885296947884,0.004717533704119425,0.0034938977750472028,0.0016467001609221377,0.0016673580941147445,0.0005185883448955084,0.0021717183979500926,0.0034938977750472028,0.001047972559383721,0.0010180980199896023,0.0015755231225285798,0.0020668914069375544,0.0002189260338747792
0.0012307282990899338,0.001201149972918529,0.0038685277239244725,0.0029406637310537623,0.005508343008303364,0.002557985502947377,0.0018520413875159486,0.0019307749866286777,2.860615286939816e-07,0.001407640314159922,0.002557985502947377,0.0015164111305234623,0.0012508943175942866,0.0023560763197845724,0.0024738494880130746,0.0005238690121203357
0.0032190582785233124,0.00264405390709746,0.005097473360388724,0.004302289468201367,0.007043508818270414,0.0008499213959480764,0.00196988095999822,0.00238561790212366,0.0006176725307722314,0.003496233847496255,0.0008499213959480764,0.0032809976716213635,0.0018984949321859124,0.0035591872481028908,0.0025496708284902803,0.0012177493932976555
0.0015274274196798998,0.0009262604056235746,0.0034010636196202815,0.00277678586073328,0.005405229366126307,0.0024890802046256266,0.0017139123326427586,0.001818808176105649,0.00016257632550913115,0.0018208472818890264,0.0024890802046256266,0.002792562386764244,0.0018723776475981224,0.0029548051596251512,0.0018591847225059716,0.0011922830095755163
4.938028819734264e-07,3.4372185128903054e-05,0.0006764619302776359,0.00037213503667040543,0.002098551222726952,0.010842794542310477,0.00037064196462509996,0.00033879902100499015,0.0005561947661534491,0.0013879087938676454,0.010842794542310477,0.000678013193646701,0.00025042088119140576,0.0006784630181825568,0.000258775889707602,2.7599747839730793e-05
0.00016232697833839377,0.00045758128784958996,0.00025469239891903056,0.0001224713992746193,0.0014701380024246535,0.014089614516687388,2.424458901001403e-07,7.327950427502006e-06,0.0011131032671157226,8.907164704927834e-05,0.014089614516687388,0.0002852963176116566,9.472167028862916e-05,7.282476559186679e-05,9.562398969598096e-06,0.00032393606485116994
